1765043,38.989819,-77.006841, Rust John  Professional  Management & Consulting  consultant security adm social   Services 
1765044,38.896993,-77.031888, Society Of Journalists  Professional    establishment   Services 
1765045,38.902601,-77.044591, Metropolitan Washington Cncl  Organizations  Professional Association  business trade   Services 
1765046,38.896001,-76.952289, Pepco Federal Credit Union  Banks & Credit Unions  Bank  business trade   Services 
1765047,38.914164,-77.026951, Robert M Holum  Organizations  Religious Organization  clergy   Services 
1765048,38.873839,-76.934776, George Winston Robinson  Utilities  Refuse  garbage collection   Services 
1765049,38.907877,-76.986615, BRV  Professional    establishment   Services 
1765050,38.893201,-77.021552, Cummins Inc  Manufacturing  Retail Goods  manufacturer   Manufacturing & Wholesale Goods 
1765051,38.907242,-77.040303, Solis Architectural Interiors  Real Estate  Architect  manufacturer   Services 
1765052,38.899445,-77.028008, Christopher Manning  Professional  Lawyer & Legal Services  attorney   Services 
1765053,38.905148,-77.062736, West End Guide  Recreation    guide   Entertainment 
1765054,38.996886,-77.029355, Shear Xxposure The Salon  Personal  Beauty Salon  guide   Services 
1765055,38.95913,-77.084813, CCRMD  Professional    establishment   Services 
1765056,38.90141,-77.043125, Osprey USA  Professional    establishment   Services 
1765057,38.90141,-77.043125, Parker & Assoc  Professional    establishment   Services 
1765058,38.934973,-76.964039, East Coast Motors  Autos & Motor Vehicles  Automobile Sales  car dealer   Retail Goods 
1765059,38.896669,-77.02955, Lee Loevinger  Professional  Lawyer & Legal Services  attorney   Services 
1765060,38.896125,-77.009059, Watkins Security Agency  Professional  Detective & Security Services  guard patrol   Services 
1765061,38.911125,-77.028082, Kate Tallent Design & Comm  Professional    establishment   Services 
1765062,38.81101,-76.971625, Third Eye Development  Professional  Computer Services  datum   Services 
1765063,38.905578,-77.039381, Haymaker & Assoc  Professional  Accounting & Tax Preparation  accountant   Services 
1765064,38.903569,-77.041591, Lahmeyer International  Professional  Engineering  engineer   Services 
1765065,38.973625,-77.091796, Mary C Schwartz  Professional    engineer   Services 
