318513035515924482,2013-04-01 00:00:00,33.036314539999999,-80.131568360000003,796863121,Anybody wanna go get some food
318513035666919425,2013-04-01 00:00:00,41.134344800000001,-81.368629200000001,430363812,I wonder when @RachPach03 is getting back...
318513035729842177,2013-04-01 00:00:00,36.881551600000002,-76.305239499999999,90513300,"@LOSVEGA_SBH: @DunnaVA x @Carnage45 sorry 4 your loss #RIPDUKE"(Killyourself)
318513035734048768,2013-04-01 00:00:00,41.50806481,-87.752872980000006,1155787688,I love pussy but I prefer dome
318513035775983616,2013-04-01 00:00:00,46.311583749999997,-79.446361390000007,565672266,@JaiBrooks1 make my day by follow me! 11
318513035855675392,2013-04-01 00:00:00,39.995555000000003,-75.117220799999998,779905975,French Montana In Philly
318513035897626625,2013-04-01 00:00:00,32.743232380000002,-96.605590340000006,126941863,"@KingLuey_: I gotta get my work shoes from Walmart lol don’t tell nobody tho." i mean.......
318513036031836161,2013-04-01 00:00:00,31.569635940000001,-93.008409639999996,397804451,Me Bella zoey and mallory! @mallory_cairl http://t.co/hiQIRKRE3F
318513036556107776,2013-04-01 00:00:00,43.149291269999999,-80.720193499999993,270946254,http://t.co/Q8uFShWkLG
318513036761640961,2013-04-01 00:00:00,42.100875850000001,-85.061035160000003,555394158,@kenzieburk25 AND YOU NEVER TEXTED ME BACK A HOLE
318513036866490368,2013-04-01 00:00:00,41.4561001,-74.595821299999997,1120933472,@TylerGentile314 my man tyy!!
318513037084598272,2013-04-01 00:00:00,41.578556399999997,-90.612922100000006,336219179," the whole time she is a THOTIANNA and she brainin me ! " @6775rico #myshit #hangwitme
318513037273350144,2013-04-01 00:00:00,47.580425099999999,-122.1943924,703504051,@AdamDavenport18 you're welcome. Call me.
318513037306916864,2013-04-01 00:00:00,36.04538608,-78.904372469999998,536713081,@1CrazzyDope4 ; to damn reall
318513037374009344,2013-04-01 00:00:00,37.416263639999997,-86.050840669999999,630085192,I just beat Dylan.
318513037881536513,2013-04-01 00:00:00,42.107302300000001,-72.55204698,467483452,No one wants to hang out with me on my birthday I guess
318513038183522304,2013-04-01 00:00:00,41.8811933,-87.643948289999997,15282471,@Roll1rish man it feels good to win an office pool. Thanks for going in on it with me
318513038246428672,2013-04-01 00:00:00,39.833056999999997,-84.049999999999997,256618714,7:59pm: sunset — tomorrow's forecast: partly cloudy, 42/23°F
318513038259003392,2013-04-01 00:00:00,37.722691650000002,-122.42884006,13927382,@HONGRYGiRLJESS TO BE CONTINUED
318513038275776512,2013-04-01 00:00:00,40.547136250000001,-74.420012760000006,1164328454,@tommyfaucets that beat tough bruh
318513038565187585,2013-04-01 00:00:00,41.47932153,-72.211711919999999,423825221,@aconnnn33 is the test on all the nervous system
318513038569377792,2013-04-01 00:00:00,36.21891883,-94.540581549999999,276545967,If only I wasnt broke and could stand the time it would take to do the shading in this tattoo... http://t.co/XioLMLEqle
318513038640680962,2013-04-01 00:00:00,41.470090499999998,-84.551007400000003,230545763,https://t.co/g7Pp1LjXJt I just stopped watching right before this happened. #OUCH
318513038867181568,2013-04-01 00:00:00,31.52426861,-91.383181750000006,705446954,“@idkbye: (: @TheDiamondBaby http://t.co/muCsp2MPt8” #want
318513038879776768,2013-04-01 00:00:00,35.247426040000001,-78.354072400000007,1078517246,@ayye_itzelx3 true true eske como dijo tu ma soy muy lokos paya ay con cuidado
318513038959443969,2013-04-01 00:00:00,32.374166670000001,-111.06777778,41859268,Wind 2.9 mph NNE. Barometer 27.34 in, Falling. Temperature 87.6 °F. Rain today 0.00 in. Humidity 13%
318513039005585408,2013-04-01 00:00:00,29.852355240000001,-97.951222329999993,66307272,“@Nicolee_langit: In too deep, can't think about giving it up.  ❤”
