1630644,41.88696,-71.888157, Division of Kochek Company  Wholesale  Machinery & Supplies  fitting valve   Manufacturing & Wholesale Goods 
1630667,41.34577,-71.938679, Robert and Sandy Sherman Entps  Real Estate  Developer  tool grinding   Services 
1630670,41.53091,-71.972571, Sheila G Houle  Professional    garment ag   Services 
1630700,41.789595,-71.879498, Life Financial Services  Insurance  Insurance Agent  employee specialist benefit   Services 
1630703,41.602988,-71.982554, Leones Auction Gallery  Professional  Business Services  residential   Services 
1630706,41.524127,-71.839175, Wesa Associates LLC  Professional  Business Services  agency bureau   Services 
1630794,41.588985,-71.990895, 7-Eleven  Food & Beverages  Groceries & Convenience Stores  video tape   Retail Goods 
1630801,41.577356,-71.925444, Real Estate Resource Group LLC  Professional  Business Services  consultant   Services 
1630813,41.350062,-72.021876, Everson Mortgage Loan  Banks & Credit Unions  Bank  mortgage   Services 
1630818,41.961584,-71.822678, Auto Graphics  Retail  Auto Repair  body   Services 
1630850,41.918316,-71.909396, Rons Spirit Shoppe  Food & Beverages  Liquor & Beverages  alcoholic   Retail Goods 
1630884,41.350227,-71.959766, Fleet  Banks & Credit Unions  Bank  national commercial   Services 
1630892,41.572725,-71.867988, Bow Shop  Shopping    merchandise   Retail Goods 
1630969,41.354776,-71.969966, Blue Horse The  Shopping  Clothing  Apparel  & Fashions  wear   Retail Goods 
1630984,41.782069,-71.886743, Sheehy & Assoc  Professional  Management & Consulting  establishment   Services 
1631003,41.894674,-71.81488, John J McCullough  Wholesale  Farm Supplies  livestock   Manufacturing & Wholesale Goods 
1631012,41.628632,-71.887443, Snide Brothers  Building & Trades  Construction  concrete contractor   Services 
1631031,41.713093,-71.884884, Norwich Diocese of  Education  School  catholic   Public Place 
1631063,41.377428,-71.833347, Furniture Services Ltd  Professional  Business Services  premium gift award program incentive corporate   Services 
1631134,41.719056,-71.873802, Cloud Nine Shoppe  Shopping  Clothing  Apparel  & Fashions  hardware provider internet software   Retail Goods 
1631154,41.566231,-71.868231, D & R Auto Sales & Repair  Retail  Auto Repair  body general   Services 
1631155,41.812587,-71.906515, Little Museum Company  Shopping  Used Merchandise  body general   Retail Goods 
1631193,41.46701,-71.91961, Jordans Used Auto Parts  Wholesale  Auto Parts  used   Manufacturing & Wholesale Goods 
1631239,41.370272,-71.889998, Michael McKinley & Associates  Real Estate  Architect  architectural   Services 
1631435,41.899325,-71.898795, Ford Rent A Truck  Retail  Auto Rental  truck   Services 
1631474,41.406225,-71.844005, Cramers Custom Canvas  Wholesale  Sporting Goods  manufacture canvas marine product   Manufacturing & Wholesale Goods 
1631657,41.355637,-71.966604, Cutwater Marine Gallery  Shopping    merchandise   Retail Goods 
1631696,41.328177,-72.000543, Galinas European Boutique  Wholesale  Apparel  accessory   Manufacturing & Wholesale Goods 
